name,discogs_id,url,profile,genres,styles,releases_count,top_releases,source
Jack White (2),278763,https://www.discogs.com/artist/278763-Jack-White-2,"American musician, songwriter, record producer and label owner, born July 9, 1975, in Detroit, Michigan, USA.

White earned two Grammys with [a=The White Stripes] for Best Alternative Music Album ([m=10341]) and Best Rock Song ([m=98255]). He earned a Grammy as a producer in 2004 for [a=Loretta Lynn]'s [m=156217], which won Best Country Album.

Founded the label [l=Third Man Records] in 2001 in Detroit, along with [l=Third Man Pressing] in 2017.

Previously trained as an apprentice upholsterer before opening up his own store Third Man Upholstery, which had the slogan “your furniture’s not dead.”

Opened Third Man Records in Nashville, Tennessee, in 2009, opening a Detroit location in 2015.

Married to [a367269] whose last name he took, from 1996 to 2000. Married to [a465647] from 2005 to 2013 with whom he has two children: [a11044919] and [a14981266].
Married [a=Olivia Jean] on April 8, 2022, in Detroit. Resides in Nashville, Tennessee.",[],[],0,"[{""title"": ""No Name Live"", ""year"": 2025, ""type"": ""release"", ""role"": ""Main""}, {""title"": ""Third Man Live"", ""year"": 2024, ""type"": ""release"", ""role"": ""Main""}, {""title"": ""No Name"", ""year"": 2024, ""type"": ""master"", ""role"": ""Main""}]",Discogs
C.W. Stoneking,916280,https://www.discogs.com/artist/916280-CW-Stoneking,"Australian blues singer and songwriter, who plays electric guitar, banjo, and dobro. Married to [a916275]

Born in Katherine, in Australia’s remote Northern Territory, C.W. is the son of an American school teacher with a passion for music.  He is influenced by [a313078], [a272142], [a319265] and [a150530], gospel blues, Chicago blues, ragtime, Hokum blues, calypso, early rock ’n’ roll, ’60s girl groups, and late-’50s R’n’B, among many others.  CW taught himself the banjo and electric guitar, but his prized possession is a 1931 National Duolian dobro.  He has recorded three complete albums of wholly original material: [m=379668], [m=379666] and, his latest, [m=797228].  Stoneking paid tribute to some of his musical influences on his semi-official bootleg album, [r=5744166], a limited edition release that was only available at his gigs, which features songs by [a307408], [a307235] and [a307361] sitting alongside obscurities by [a1486303], [a516937], [a1183343], [a1081886] and [a307367].",[],[],0,"[{""title"": ""Silent Night"", ""year"": 2018, ""type"": ""master"", ""role"": ""Main""}, {""title"": ""Silver Bells"", ""year"": 2017, ""type"": ""release"", ""role"": ""Main""}, {""title"": ""Gon' Boogaloo"", ""year"": 2014, ""type"": ""master"", ""role"": ""Main""}]",Discogs
Junior Wells,328158,https://www.discogs.com/artist/328158-Junior-Wells,"Junior Wells (born December 9, 1934 in Memphis, Tennessee, died January 15, 1998), born Amos Wells Blakemore Jr., was a blues vocalist and harmonica player based in Chicago.
He made his first recordings for States in 1953 and continued to record regularly up until his death, from 1965 often in the company of guitarist [a=Buddy Guy].
He also played with artists from the rock world, such as Bonnie Raitt, The Rolling Stones and Van Morrison.",[],[],0,"[{""title"": ""Live At Cotati Cabaret 1984"", ""year"": 2024, ""type"": ""release"", ""role"": ""Main""}, {""title"": ""Live At Nightstage"", ""year"": 2024, ""type"": ""release"", ""role"": ""Main""}, {""title"": ""Live At Cotati Cabaret 1984"", ""year"": 2024, ""type"": ""release"", ""role"": ""Main""}]",Discogs
J.B. Lenoir,508075,https://www.discogs.com/artist/508075-JB-Lenoir,"American blues guitarist and singer-songwriter, active on the Chicago blues scene of the 1950s and 1960s. Born 5 March 1929 in Monticello, Mississippi; died 29 April 1967 in Champaign, Illinois, of internal bleeding (and/or a heart attack) from injuries he had suffered in a car crash three weeks earlier, which had not been properly treated.
As a young boy, J.B.'s father taught him to play guitar in the style of Blind Lemon Jefferson; he was also taught by Arthur Crudup and Lightnin’ Hopkins. In the 1940s, he started playing in New Orleans with Sonny Boy Williamson and Elmore James. In 1949 he moved to Chicago; he began playing with names like Memphis Minnie, Big Maceo Merriweather and Muddy Waters.
J.B.'s first recording session was in late 1950 for Chess. He recorded for J.O.B and Parrot 1951-1953, before he returned to Chess. His most commercially successful and enduring release was 1954's “Mamma Talk To Your Daughter”, which reached #11 on the Billboard R&B chart and was later recorded by many other blues and rock musicians.
He was immortalised in John Mayall's songs “The Death of J.B. Lenoir” and ""I’m Gonna Fight For You JB”. He also is featured in the 2003 documentary film “The Soul of a Man”, directed by Wim Wenders, part of Martin Scorsese’s The Blues series.",[],[],0,"[{""title"": ""I Wanna Play A Little While: The Complete Singles Collection 1950-1960"", ""year"": 2015, ""type"": ""master"", ""role"": ""Main""}, {""title"": ""The Blues"", ""year"": 2012, ""type"": ""release"", ""role"": ""Main""}, {""title"": ""The Mojo - 1951-1954"", ""year"": 2010, ""type"": ""release"", ""role"": ""Main""}]",Discogs
Blue Mitchell,29969,https://www.discogs.com/artist/29969-Blue-Mitchell,"American jazz trumpet player, composer, band leader. 
Born March 13, 1930 - Miami, Florida. 
Died May 21, 1979 - Los Angeles, California. 
",[],[],0,"[{""title"": ""Premium Best ~ Jazz Giants"", ""year"": 2023, ""type"": ""release"", ""role"": ""Main""}, {""title"": ""Blowin' The Blues"", ""year"": 2021, ""type"": ""release"", ""role"": ""Main""}, {""title"": ""The Complete Albums Collection: 1958-1963"", ""year"": 2017, ""type"": ""release"", ""role"": ""Main""}]",Discogs
Phillip Walker,509683,https://www.discogs.com/artist/509683-Phillip-Walker,"Phillip Walker was an American blues guitarist and singer living in Los Angeles, Ca.
Phillip scored a minor hit in 1959 with, ""Hello My Darling"", produced by [a=J. R. Fullbright]. 
He was active in the west coast blues scene until his death in 2010

Born : February 11, 1937 in Welsh, Louisiana.
Died : July 22, 2010 in Palm Springs, California.",[],[],0,"[{""title"": ""The Bottom Of The Top / Someday You'll Have These Blues"", ""year"": 2012, ""type"": ""release"", ""role"": ""Main""}, {""title"": ""Going Back Home"", ""year"": 2007, ""type"": ""release"", ""role"": ""Main""}, {""title"": ""Tough Blues"", ""year"": 2006, ""type"": ""release"", ""role"": ""Main""}]",Discogs
Brownie McGhee,322293,https://www.discogs.com/artist/322293-Brownie-McGhee,"American folk music and Piedmont blues singer and guitarist, best known for his collaboration with the harmonica player [a=Sonny Terry].
Born: November 30, 1915 in Knoxville, Tennessee.
Died: February 16, 1996 in Oakland, California.

Brother of [a=Stick McGhee].",[],[],0,"[{""title"": ""Kings Of New York Blues -  Bluesmen In Session - 1952-1960"", ""year"": 2021, ""type"": ""release"", ""role"": ""Main""}, {""title"": ""Leadbelly Sings Folk Songs"", ""year"": 2018, ""type"": ""master"", ""role"": ""Main""}, {""title"": ""Blues Legends"", ""year"": 2009, ""type"": ""release"", ""role"": ""Main""}]",Discogs
Blues Incorporated,425700,https://www.discogs.com/artist/425700-Blues-Incorporated,"Alexis Korner's Blues Incorporated formed 1961 in London, England and are undoubtedly the master UK root that helped form the family tree of today's British blues and rock music direction.

From the root-stew of a handful of seminal UK musicians in the mid 1950s, who were influenced by the blues and jazz movements trickling in from America, a new musical energy grew in the shape of British Blues. Jazz leader [a270085] began promoting blues session intervals during his [l=Marquee Club] residency, with [a291339] and [a682447]. It was here that Korner (who had previously worked with [a941219]) then formed a group, that included harmonica-player [a1053895], to expand upon these Marquee blues sessions in January 1962. This embryonic group then evolved into the formal Blues Incorporated, using on-stage amplification systems and becoming pioneers in the new 'electric blues' sound. It is difficult to grasp today how much of a stir this caused among traditional Folk-purists, plus the alienation of pub landlords to the level of sound the band produced.

The band initially had a regular slot at the Marquee. However, it wasn't long before Korner and Davies created their own residency for the band by taking over an old venue and forming ""The Ealing Club"", opposite Ealing Broadway rail station. Here ""Blues Incorporated"" would play and give 'open house' to the many fledgling musicians and blues groups that were emerging in the early 1960s. The band released two singles and four albums and tracks can also be found on a wealth of blues compilations. As Korner's desire increased for developing and experimenting with Blues Incorporated's fusions of jazz & blues, Davies decided to part company, forming his own and more 'purist' R&B group [a906329]. However, the two remained friends until Davies' tragic death aged just 31.
",[],[],0,"[{""title"": ""BBC Sessions #1 1962 \u2013 1965"", ""year"": 2024, ""type"": ""release"", ""role"": ""Main""}, {""title"": ""R & B From The Marquee Plus Blues From The Roundhouse"", ""year"": 2019, ""type"": ""release"", ""role"": ""Main""}, {""title"": ""Alexis Korner's Blues Incorporated"", ""year"": 1981, ""type"": ""master"", ""role"": ""Main""}]",Discogs
Bukka White,150530,https://www.discogs.com/artist/150530-Bukka-White,"American Delta & Country Blues guitarist and singer. 
Born : November 12, 1906* in Houston, Mississippi
Died : February 26, 1977 in Memphis, Tennessee
* Not any date between 1902-1905 or 1907-1909, as is variously reported.

[i]Bukka[/i] is a phonetic spelling of White's first name; he was named after the African-American educator and civil rights activist [a=Booker T. Washington (2)]. In 1990 he was posthumously inducted into the Blues Hall of Fame. 

[a37729] is White's first cousin, and he often credits White as an early teacher and mentor.
",[],[],0,"[{""title"": ""Shake 'Em On Down"", ""year"": 2023, ""type"": ""release"", ""role"": ""Main""}, {""title"": ""Aberdeen, Mississippi Blues"", ""year"": 2019, ""type"": ""release"", ""role"": ""Main""}, {""title"": ""Live Cafe Au Go Go 1965"", ""year"": 2014, ""type"": ""release"", ""role"": ""Main""}]",Discogs
Julie London,36863,https://www.discogs.com/artist/36863-Julie-London,"American actress, singer, and recording artist. 
Born September 26, 1926, in Santa Rosa, California, USA. 
Died October 18, 2000, in Encino (Los Angeles), California, USA (age 74). 

London started her career as an actress in the 1940s. She married actor [a=Jack Webb] (married July 16, 1947; divorced December 2, 1954) and went into semi-retirement, doing a few films and even taking a break between 1951-1955. After her divorce, she became a jazz/pop singer, managed and groomed by jazz musician/actor [a=Bobby Troup] (whom she married December 31, 1959). She left her film career to concentrate on her full-time singing career. She scored a hit song, ""Cry Me a River,"" released on [l=Liberty] Records in 1955, and became known as ""the Liberty Girl."" Billboard Magazine named her the most popular female vocalist for 1955, 1956 and 1957. She recorded over 30 albums of jazz and pop standards, with her last studio album in 1969. 

London also starred in the TV hit series [i]Emergency![/i] for 126 episodes between 1972 and 1978 as RN Dixie McCall, alongside her husband Bobby Troup, who played Dr. Joe Early.

Some sources have given her birth name as ""Gayle Peck,"" ""Nancy Peck,"" ""Nancy Gayle"" or ""Nancy Gayle Peck.""",[],[],0,"[{""title"": ""London By Night"", ""year"": 2025, ""type"": ""release"", ""role"": ""Main""}, {""title"": ""Love For Sale"", ""year"": 2023, ""type"": ""release"", ""role"": ""Main""}, {""title"": ""Five Classic Albums"", ""year"": 2020, ""type"": ""master"", ""role"": ""Main""}]",Discogs
Super Black Blues Band,4684611,https://www.discogs.com/artist/4684611-Super-Black-Blues-Band,,[],[],0,"[{""title"": ""Super Black Blues: Volume II"", ""year"": 1971, ""type"": ""master"", ""role"": ""Main""}, {""title"": ""Super Black Blues"", ""year"": 1969, ""type"": ""master"", ""role"": ""Main""}, {""title"": ""Super Black Blues: Volume II"", ""year"": 1970, ""type"": ""master"", ""role"": ""Appearance""}]",Discogs
Big Joe Turner,311742,https://www.discogs.com/artist/311742-Big-Joe-Turner,"Big Joe Turner (May 18, 1911, Kansas City, MO, USA - November 24, 1985, Inglewood, CA, USA) was an American blues shouter.

Turner often collaborated with pianist [a=Pete Johnson]. In addition he worked with the pianists [a=Art Tatum] and [a=Sammy Price] and with various small jazz ensembles. He also appeared with [a=Count Basie Orchestra].

Turner's most known recordings include: ""Roll 'Em Pete"", ""Cherry Red"", ""Wee Baby Blues"", ""Chains of Love"", ""Honey Hush"", ""Flip, Flop and Fly"" and ""Midnight Special"".

He was married to [a=Lou Willie Turner].

Inducted into Rock And Roll Hall of Fame in 1987 (Performer).
",[],[],0,"[{""title"": ""My Gal's A Jockey 1946-1950"", ""year"": 2024, ""type"": ""release"", ""role"": ""Main""}, {""title"": ""The Boss Is Back"", ""year"": 2021, ""type"": ""release"", ""role"": ""Main""}, {""title"": ""19 Greatest Hits"", ""year"": 2019, ""type"": ""release"", ""role"": ""Main""}]",Discogs
The Rolling Stones,20991,https://www.discogs.com/artist/20991-The-Rolling-Stones,"English rock band formed in London in May 1962. They are one of the longest-lived and most commercially successful groups in rock history. Inducted into the Rock And Roll Hall of Fame in 1989 (Performer).

[i]Band members[/i]

[u]05/1962 - 05/1963[/u]
[a255182] (Keyboards, piano)

[u]05/1962 - 06/1969[/u]
[a409290] (Lead and rhythm guitars)

[u]06/1962 - 10/1962[/u]
[a414255] (Bass)

[u]06/1962 - 12/1962[/u]
[a677434] (Drums)

[u]06/1962 - present[/u]
[a90541] (Lead vocals, harmonica, percussion)
[a166570] (Lead and rhythm guitars, acoustic guitar, backing vocals)

[u]12/1962 - 01/1993[/u]
[a272814] (Bass)

[u]01/1963 - 08/2021[/u]
[a299325] (Drums and percussion)

[u]07/1969 - 12/1974[/u]
[a300117] (Lead and slide guitars)

[u]03/1975 - present[/u]
[a271311] (Guitars, backing vocals)",[],[],0,"[{""title"": ""7\"" Singles 1966-1971"", ""year"": 2024, ""type"": ""release"", ""role"": ""Main""}, {""title"": ""The Rolling Stones Paper Sleeve Live Collection"", ""year"": 2024, ""type"": ""release"", ""role"": ""Main""}, {""title"": ""Live At Racket \u00b7 NYC"", ""year"": 2024, ""type"": ""release"", ""role"": ""Main""}]",Discogs
Roosevelt Sykes,332327,https://www.discogs.com/artist/332327-Roosevelt-Sykes,"American blues singer and pianist, born January 31, 1906 in Elmar, Arkansas, died July 17, 1983 in New Orleans, Louisiana.",[],[],0,"[{""title"": ""Blues And Boogie - The Later Years 1950-1957"", ""year"": 2021, ""type"": ""release"", ""role"": ""Main""}, {""title"": ""Blues Piano and Guitar, Washington University, Graham Chapel, 1973"", ""year"": 2019, ""type"": ""release"", ""role"": ""Main""}, {""title"": ""The Honeydripper & Face To Face With The Blues"", ""year"": 2013, ""type"": ""release"", ""role"": ""Main""}]",Discogs
David Allan Coe,619909,https://www.discogs.com/artist/619909-David-Allan-Coe,"David Allan Coe was born September 6, 1939 in Akron, Ohio and is one of the most celebrated and controversial artists to emerge from the outlaw country movement; a gifted songwriter and a charismatic performer, Coe is also a man who has followed his own path even when it meant traveling the hard way, and his life has been full of bad luck and misadventure.

After being sent to the Starr Commonwealth For Boys reform school at the age of nine, he spent much of the next two decades in correctional facilities, including three years at the Ohio Penitentiary. Coe said he received encouragement to begin writing songs from Screamin' Jay Hawkins, with whom he had spent time in prison.

After concluding another prison term in 1967, Coe embarked on a music career in Nashville, living in a hearse which he parked in front of the Ryman Auditorium while he performed on the street. He caught the attention of Shelby Singleton, owner of the independent record label Plantation Records and signed a contract with his label.Coe is a retired member of the Louisville, Kentucky, chapter of the Outlaws Motorcycle Club.

Coe's musical style derives from blues, rock, and country music traditions.His vocal style is described as a 'throaty baritone'. His lyrical content is often humorous or comedic, with William Ruhlmann describing him as a 'near-parody of a country singer'. Stephen Thomas Erlewine describes Coe as ""a great, unashamed country singer, singing the purest honky-tonk and hardest country of his era […] he may not be the most original outlaw, but there is none more outlaw than him""",[],[],0,"[{""title"": ""25 Greats"", ""year"": 2018, ""type"": ""release"", ""role"": ""Main""}, {""title"": ""The Complete Hits"", ""year"": 2017, ""type"": ""release"", ""role"": ""Main""}, {""title"": ""The Illustrated David Allan Coe: 4 Classic Albums 1977-1979"", ""year"": 2014, ""type"": ""release"", ""role"": ""Main""}]",Discogs
Mississippi John Hurt,307249,https://www.discogs.com/artist/307249-Mississippi-John-Hurt,"Influential country blues singer and guitarist.
Born: 8 March 1893 (exact birth date disputed) in Teoc, Carroll County, Mississippi
Died: 2 November 1966 in Grenada, Mississippi, USA (heart attack)

His first recordings, made for Okeh Records in 1928, were commercial failures, and he continued to work as a farmer. Blues enthusiast located Hurt in 1963 and persuaded him to move to Washington, D.C. He was recorded by the Library of Congress in 1964. This helped further the American folk music revival, which led to the rediscovery of many other bluesmen of Hurt's era. He also went on to record several albums.",[],[],0,"[{""title"": ""Candy Man Blues"", ""year"": 2023, ""type"": ""release"", ""role"": ""Main""}, {""title"": ""Mr. Hurt Goes To Washington"", ""year"": 2021, ""type"": ""release"", ""role"": ""Main""}, {""title"": ""The Rough Guide To Mississippi John Hurt (Reborn And Remastered)"", ""year"": 2019, ""type"": ""release"", ""role"": ""Main""}]",Discogs
The James Cotton Blues Band,1294505,https://www.discogs.com/artist/1294505-The-James-Cotton-Blues-Band,,[],[],0,"[{""title"": ""Blues Caf\u00e9 Presents"", ""year"": 2003, ""type"": ""release"", ""role"": ""Main""}, {""title"": ""35th Anniversary Jam Of The James Cotton Blues Band"", ""year"": 2002, ""type"": ""master"", ""role"": ""Main""}, {""title"": ""Feelin' Good"", ""year"": 1994, ""type"": ""release"", ""role"": ""Main""}]",Discogs
William Shatner,139175,https://www.discogs.com/artist/139175-William-Shatner,"Canadian actor, musician, recording artist, author and film director, born March 3, 1931 in Montreal, Canada. He is best known as Captain James T. Kirk of the Starship Enterprise, in the science fiction television series Star Trek (1966-1969), Star Trek: The Animated Series (1973-1974), and in seven of the subsequent Star Trek feature films (1979-1994).",[],[],0,"[{""title"": ""Where Will The Animals Sleep: Songs For Kids And Other Living Things"", ""year"": 2024, ""type"": ""master"", ""role"": ""Main""}, {""title"": ""So Fragile, So Blue"", ""year"": 2024, ""type"": ""master"", ""role"": ""Main""}, {""title"": ""Ponder The Mystery Revisited"", ""year"": 2023, ""type"": ""master"", ""role"": ""Main""}]",Discogs
Johnny Cash,135946,https://www.discogs.com/artist/135946-Johnny-Cash,"Johnny Cash was an American singer-songwriter, actor, musician and author, born February 26, 1932 in Kingsland, Arkansas, USA as J.R. Cash; he died September 12, 2003 in Baptist Hospital, Nashville, Tennessee, USA. Cash was a hugely influential country singer. His all-black stage wardrobe earned him the nickname ""The Man in Black"".

He was married to country singer [a=June Carter]. [a=Tommy Cash] is his younger brother. [a=Joanne Cash] is his younger sister. [a=Roy Cash Sr.] is his older brother. [a=Roy Cash Jr.] is his nephew. Singer-songwriter [a=Rosanne Cash] is his daughter, from his first marriage with Vivian Liberto. Stepfather of singer-songwriter [a=Carlene Carter] (daughter of [a=June Carter] and her first husband [a=Carl Smith (3)]).

Johnny Cash was inducted into the Nashville Songwriters Hall of Fame in 1977, the Country Music Hall of Fame in 1980, the Rock And Roll Hall of Fame in 1992 (performer), and the Gospel Music Hall of Fame in 2010.",[],[],0,"[{""title"": ""Songbook with Friends"", ""year"": 2025, ""type"": ""master"", ""role"": ""Main""}, {""title"": ""Greatest Hits"", ""year"": 2024, ""type"": ""release"", ""role"": ""Main""}, {""title"": ""The Very Best Of Johnny Cash"", ""year"": 2024, ""type"": ""release"", ""role"": ""Main""}]",Discogs
Stefan Diestelmann Folk Blues Band,335162,https://www.discogs.com/artist/335162-Stefan-Diestelmann-Folk-Blues-Band,,[],[],0,"[{""title"": ""Amiga Blues"", ""year"": 2022, ""type"": ""release"", ""role"": ""Main""}, {""title"": ""Hofmusik"", ""year"": 1980, ""type"": ""master"", ""role"": ""Main""}, {""title"": ""Stefan Diestelmann Folk Blues Band"", ""year"": 1978, ""type"": ""master"", ""role"": ""Main""}]",Discogs
Ray Charles,30552,https://www.discogs.com/artist/30552-Ray-Charles,"American singer, songwriter, musician, and composer, born September 23, 1930, Albany, Georgia, USA – died June 10, 2004, Beverly Hills, California, USA.
He was inducted into Rock And Roll Hall of Fame in 1986 (Performer). 
[b]For the leader of the Ray Charles Singers, see [a=Ray Charles (2)].[/b]
[b]For the co-writer of the songs ""Frenesi"" and ""South"", see [a4184422][/b]
In 1962, he founded [l=Tangerine Records]. After Charles left [l=ABC Records] in 1973, he closed Tangerine and started [l=Crossover Records (3)]. The Tangerine catalog is owned by [l=Ray Charles Enterprises, Inc.]

",[],[],0,"[{""title"": ""The Best Of Ray Charles"", ""year"": 2024, ""type"": ""release"", ""role"": ""Main""}, {""title"": ""Now Playing"", ""year"": 2024, ""type"": ""master"", ""role"": ""Main""}, {""title"": ""Best Of Country And Western "", ""year"": 2024, ""type"": ""master"", ""role"": ""Main""}]",Discogs
Paul Oliver,1467206,https://www.discogs.com/artist/1467206-Paul-Oliver,"Paul Oliver, MBE (born 25 May 1927, Nottingham, Nottinghamshire, England – died 15 August 2017) was a British architectural historian and writer on the blues and other forms of African-American music.

He was awarded an Honorary Doctorate by the University of Gloucestershire in 2007 and he was an Honorary Fellow of the Royal Institute of British Architects since 1999.

In 2007, the Paul Oliver Collection of African American Music and Related Traditions was founded with the support of the European Blues Association, located at the University of Gloucestershire.

",[],[],0,"[{""title"": ""The Story Of The Blues, Vol. 2"", ""year"": 1970, ""type"": ""master"", ""role"": ""Main""}, {""title"": ""The Story Of The Blues"", ""year"": 1969, ""type"": ""master"", ""role"": ""Main""}, {""title"": ""Conversation With The Blues (A Documentary Of Field Recordings)"", ""year"": 1965, ""type"": ""master"", ""role"": ""Main""}]",Discogs
Colwell-Winfield Blues Band,1167328,https://www.discogs.com/artist/1167328-Colwell-Winfield-Blues-Band,Blues band formed in Boston around 1967 and next moved to Woodstock when some of the members played with [a=Van Morrison].,[],[],0,"[{""title"": ""Cold Wind Blues "", ""year"": 2001, ""type"": ""release"", ""role"": ""Main""}, {""title"": ""Live Bust"", ""year"": 1971, ""type"": ""master"", ""role"": ""Main""}, {""title"": ""Cold Wind Blues"", ""year"": 1968, ""type"": ""release"", ""role"": ""Main""}]",Discogs
Hobo Blues Band,716576,https://www.discogs.com/artist/716576-Hobo-Blues-Band,The Hobo Blues Band (short HBB) is a Hungarian blues rock band from 1978 to 2011.,[],[],0,"[{""title"": ""Kopaszkutya Koncert"", ""year"": 2012, ""type"": ""release"", ""role"": ""Main""}, {""title"": ""A Zene Marad - B\u00facs\u00fakoncert"", ""year"": 2011, ""type"": ""release"", ""role"": ""Main""}, {""title"": ""A Zene Marad - B\u00facs\u00fakoncert"", ""year"": 2011, ""type"": ""release"", ""role"": ""Main""}]",Discogs
Champion Jack Dupree,313154,https://www.discogs.com/artist/313154-Champion-Jack-Dupree,"American pianist and singer, born 04 July 1910 (sometimes given as July 4, July 10, and July 23, in the years 1908, 1909, or 1910) in New Orleans, Louisiana, USA and died 21 January 1992 in Hannover, Germany. He enjoyed a long musical career after starting out as a boxer.",[],[],0,"[{""title"": ""Barrelhouse Blues New Orleans USA"", ""year"": 2021, ""type"": ""release"", ""role"": ""Main""}, {""title"": ""Good Rockin' Blues & Boogie"", ""year"": 2021, ""type"": ""release"", ""role"": ""Main""}, {""title"": ""The Essential Recordings"", ""year"": 2018, ""type"": ""release"", ""role"": ""Main""}]",Discogs
Bessie Smith,288268,https://www.discogs.com/artist/288268-Bessie-Smith,"Bessie Smith (born April 14, 1894, Chattanooga, Tennessee, USA – died September 26, 1937, in a car accident near Clarksdale, Mississippi, USA) was an American blues singer. 

Nicknamed the ""Empress of the Blues"", she was considered by many to be the greatest blues singer of all time. She was also a successful vaudeville entertainer who became the highest paid African-American performer of the roaring twenties. Bessie died from injuries sustained in a car crash. Her arm which was probably hanging out the car window was almost severed at the elbow. Her grave was unmarked for 33 years until [a120232] paid for her headstone in 1970. Half-sister of [a4940962].

Inducted into Rock And Roll Hall of Fame in 1989 (Early Influence).
",[],[],0,"[{""title"": ""Empress Of The Blues 1923 To 1931"", ""year"": 2023, ""type"": ""release"", ""role"": ""Main""}, {""title"": ""The Very Best Of Bessie Smith"", ""year"": 2020, ""type"": ""release"", ""role"": ""Main""}, {""title"": ""Down Hearted Blues"", ""year"": 2018, ""type"": ""release"", ""role"": ""Main""}]",Discogs
Howlin' Wolf,340678,https://www.discogs.com/artist/340678-Howlin-Wolf,"American blues singer, guitarist, harmonica player. A key figure in bridging the early Delta Blues with the more modern Electric Blues. His tutelage on the Mississippi Delta included guitar and showmanship from [a=Charley Patton] and harmonica teachings from [a=Sonny Boy Williamson (2)]. By the end of the 1930s he was a fixture on the Southern Club scene. He was inducted into the U.S. Army on April 9, 1941 and discharged on November 3, 1943. He then moved near West Memphis, Arkansas. In 1948 he formed a band which included guitarists [a=Willie Johnson (4)] & [url=https://www.discogs.com/artist/348055-Matt-Murphy]Matt ""Guitar"" Murphy[/url], harmonica player [a=Little Junior Parker], and drummer [a=Willie Steele (2)]. In 1951, [a=Sam Phillips (2)] recorded several songs by Howlin' Wolf at his [l=Memphis Recording Service], and he became a local celebrity. After [a=Leonard Chess] secured his contract, The Wolf relocated to Chicago in 1952. It was in Chicago that his legendary status was secured. Playing with prominent blues musicians such as [a=Willie Dixon],  [a=Jimmy Rogers] and his longtime guitarist [a=Hubert Sumlin], his everchanging lineups remained stellar thanks in part to Burnetts' admirable policies of paying his musicians well and on time, even including unemployment insurance and Social Security contributions, basically unheard of among his peers. Over the years many of his songs have been interpreted by rock bands, including  ""Little Red Rooster"", ""Back Door Man"", ""Killing Floor"", & ""Spoonful"".  [a=Howlin Wolf], with his Memphis and Chicago recordings, his status and influence, surely is one of the vital links between Blues and Rock.

Inducted into Rock And Roll Hall of Fame in 1991 (Early Influence).

Born June 10, 1910 West Point, Mississippi, USA.
Died January 10, 1976 Hines, Illinois, USA.",[],[],0,"[{""title"": ""ALTERNATIVELY CHESS 7\u201d VINYL EP"", ""year"": 2024, ""type"": ""release"", ""role"": ""Main""}, {""title"": ""Boy, You Got The Blues There! Originally Unreleased Tracks, Vol.1"", ""year"": 2023, ""type"": ""release"", ""role"": ""Main""}, {""title"": ""Boy, You Got More Blues Here! Originally Unreleased Tracks, Vol.2"", ""year"": 2023, ""type"": ""release"", ""role"": ""Main""}]",Discogs
Brunning Sunflower Blues Band,1837447,https://www.discogs.com/artist/1837447-Brunning-Sunflower-Blues-Band,"The Brunning/Hall Sunflower Blues Band was the part-time British blues-rock outfit led by former Fleetwood Mac bassist Bob Brunning and blues pianist Bob Hall. A founding member of Fleetwood Mac, Brunning kept a low profile after having been let go by Peter Green once John McVie was free of John Mayall & the Bluesbreakers. He worked briefly with Savoy Brown and became a schoolteacher, but still found time -- with Hall and their Sunflower Blues Band -- to release four albums: 1968's Bullen Street Blues, 1969's Trackside Blues (featuring Green), 1970's I Wish You Would, and 1971's The Brunning/Hall Sunflower Blues Band. The group reconvened in the '80s as the Deluxe Blues Band, and the bandmembers often served as backup players for stateside blues musicians touring England. Trackside Blues and I Wish You Would were re-released on Appaloosa in 2000.",[],[],0,"[{""title"": ""The Best Of The Brunning Sunflower Blues Band"", ""year"": 2007, ""type"": ""release"", ""role"": ""Main""}, {""title"": ""Long Old Road"", ""year"": 2003, ""type"": ""release"", ""role"": ""Main""}, {""title"": ""Bullen St. Blues / Trackside Blues"", ""year"": 2000, ""type"": ""master"", ""role"": ""Main""}]",Discogs
Fred McDowell,401272,https://www.discogs.com/artist/401272-Fred-McDowell,"American 'hill country blues' singer and guitarist.
Born: January 12, 1906 in Rossville, Tennessee, USA
Died: July 3, 1972 in Memphis, Tennessee, USA (Cancer)

Also often called ""Mississippi Fred McDowell"".

After decades of playing for small local gatherings, McDowell was recorded in 1959 by roving folklore musicologist [a=Alan Lomax] and [a=Shirley Collins], on their Southern Journey field-recording trip. With interest in blues and folk music rising in the United States at the time, McDowell's field recordings for Lomax caught the attention of blues aficionados and record producers, and within a couple of years, he had finally become a professional musician and recording artist in his own right. His LPs proved quite popular, and he performed at festivals and clubs all over the world.

McDowell continued to perform blues in the north Mississippi style much as he had for decades, sometimes on electric guitar rather than acoustic guitar. He was particularly renowned for his mastery of slide guitar, a style he said he first learned using a pocketknife for a slide and later a polished beef rib bone. He ultimately settled on the clearer sound he got from a glass slide, which he wore on his ring finger. While he famously declared, ""I do not play no rock and roll,"" he was not averse to associating with younger rock musicians. He coached [a=Bonnie Raitt] on slide guitar technique and was reportedly flattered by [a=The Rolling Stones]' rather straightforward version of his ""You Gotta Move"" on their 1971 album Sticky Fingers.",[],[],0,"[{""title"": ""Jesus On The Mainline"", ""year"": 2023, ""type"": ""release"", ""role"": ""Main""}, {""title"": ""Shake 'Em On Down - The Alan Lomax Recordings, 1959"", ""year"": 2019, ""type"": ""release"", ""role"": ""Main""}, {""title"": ""Ann Arbor Blues Festival 1969"", ""year"": 2019, ""type"": ""release"", ""role"": ""Main""}]",Discogs
